source,mean_keypoint_conf,low_keypoint_count,hip_center_x,hip_center_y,shoulder_width,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle
arms_up_far.jpg,0.9554,0,378.5772,574.601,103.7082,-0.010302,-2.305628,0.095181,-2.399792,-0.116207,-2.396058,0.239391,-2.293015,-0.288862,-2.287076,0.482857,-1.798868,-0.516417,-1.760772,1.144551,-2.081912,-1.108144,-1.987736,1.425357,-2.873272,-1.330683,-2.733173,0.343012,-0.009178,-0.343012,0.009178,0.540146,1.170259,-0.420777,1.177752,0.634795,2.295814,-0.642155,2.291705,132.695877,127.60706,175.317884,172.567238
