source,mean_keypoint_conf,low_keypoint_count,hip_center_x,hip_center_y,shoulder_width,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle
arms_up_person_b.jpg,0.9576,0,344.7239,568.1132,160.1392,0.033782,-2.292283,0.148615,-2.378696,-0.061328,-2.361073,0.309567,-2.241704,-0.167666,-2.204835,0.590308,-1.749288,-0.408754,-1.705991,1.2829,-2.219534,-1.232439,-2.092518,1.58323,-2.914627,-1.504867,-2.646018,0.327374,-0.005158,-0.327374,0.005158,0.444211,1.393831,-0.402932,1.385535,0.639816,2.576176,-0.569917,2.599885,147.542996,141.345092,175.380133,175.303514
