source,mean_keypoint_conf,low_keypoint_count,hip_center_x,hip_center_y,shoulder_width,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle
arms_up_person_a.jpg,0.9568,0,326.57,581.3532,132.8771,0.071275,-2.410257,0.198139,-2.505714,-0.035043,-2.495396,0.360007,-2.409308,-0.19034,-2.395477,0.570185,-1.955061,-0.42981,-1.958028,0.961614,-2.54325,-0.840656,-2.604147,0.729455,-3.480066,-0.475664,-3.499713,0.328101,-0.001315,-0.328101,0.001315,0.401886,1.365577,-0.149248,1.345116,0.349846,2.613265,-0.124538,2.614201,132.438499,125.375417,174.521777,173.534251
