jitter_ratio,train_rows,accuracy,macro_f1
0.005,12,0.8333333333333334,0.7777777777777778
0.02,12,0.8333333333333334,0.7777777777777778
0.05,12,0.8333333333333334,0.7777777777777778
0.1,12,0.8333333333333334,0.7777777777777778
