frame_id,elapsed_sec,expected_label,segment_id,window_seconds,confidence_threshold,stabilization_buffer,stabilization_min_votes,keep_buffer_on_target,buffer_duration_sec,valid_feature_ratio,raw_label,threshold_label,stable_label,confidence,prediction_updated,processing_fps
0,0.0,,0,5.0,0.55,5,3,0,0.0,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,0.0
1,27.439,,0,5.0,0.55,5,3,0,0.0,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,0.079
2,27.5233,,0,5.0,0.55,5,3,0,0.0843,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,2.162
3,27.5659,,0,5.0,0.55,5,3,0,0.1269,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,4.944
4,27.5993,,0,5.0,0.55,5,3,0,0.1603,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,7.33
5,27.6341,,0,5.0,0.55,5,3,0,0.1951,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,9.621
6,27.6673,,0,5.0,0.55,5,3,0,0.2282,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,11.901
7,27.6978,,0,5.0,0.55,5,3,0,0.2588,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,16.459
8,27.7152,,0,5.0,0.55,5,3,0,0.2761,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,24.035
9,27.726,,0,5.0,0.55,5,3,0,0.287,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,29.461
10,27.7389,,0,5.0,0.55,5,3,0,0.2999,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,32.796
11,27.7548,,0,5.0,0.55,5,3,0,0.3157,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,39.261
12,27.7649,,0,5.0,0.55,5,3,0,0.3259,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,41.775
13,27.7804,,0,5.0,0.55,5,3,0,0.3414,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,45.319
14,27.7935,,0,5.0,0.55,5,3,0,0.3545,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,50.847
15,27.8035,,0,5.0,0.55,5,3,0,0.3644,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,51.434
16,27.8212,,0,5.0,0.55,5,3,0,0.3822,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,53.288
17,27.8353,,0,5.0,0.55,5,3,0,0.3963,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,53.631
18,27.8533,,0,5.0,0.55,5,3,0,0.4143,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,53.788
19,27.8721,,0,5.0,0.55,5,3,0,0.433,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,57.201
20,27.883,,0,5.0,0.55,5,3,0,0.4439,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,59.68
21,27.8947,,0,5.0,0.55,5,3,0,0.4557,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,62.671
22,27.9059,,0,5.0,0.55,5,3,0,0.4669,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,66.443
23,27.9156,,0,5.0,0.55,5,3,0,0.4765,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,69.617
24,27.926,,0,5.0,0.55,5,3,0,0.487,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.482
25,27.9361,,0,5.0,0.55,5,3,0,0.4971,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.645
26,27.9467,,0,5.0,0.55,5,3,0,0.5077,0.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.689
