frame_id,elapsed_sec,expected_label,segment_id,window_seconds,confidence_threshold,stabilization_buffer,stabilization_min_votes,keep_buffer_on_target,buffer_duration_sec,valid_feature_ratio,raw_label,threshold_label,stable_label,confidence,prediction_updated,processing_fps
24,33.0318,,0,5.0,0.55,5,3,0,0.4768,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.643
25,33.0426,,0,5.0,0.55,5,3,0,0.4876,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.123
26,33.0538,,0,5.0,0.55,5,3,0,0.4988,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,75.843
27,33.0649,,0,5.0,0.55,5,3,0,0.5099,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,76.594
28,33.0774,,0,5.0,0.55,5,3,0,0.5224,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,75.02
29,33.0934,,0,5.0,0.55,5,3,0,0.5385,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,76.5
30,33.1044,,0,5.0,0.55,5,3,0,0.5494,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,77.287
31,33.1163,,0,5.0,0.55,5,3,0,0.5613,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,77.052
32,33.1297,,0,5.0,0.55,5,3,0,0.5748,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,78.302
33,33.141,,0,5.0,0.55,5,3,0,0.586,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,79.111
34,33.1523,,0,5.0,0.55,5,3,0,0.5973,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,80.215
35,33.1635,,0,5.0,0.55,5,3,0,0.6085,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.512
36,33.1744,,0,5.0,0.55,5,3,0,0.6195,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.636
37,33.1862,,0,5.0,0.55,5,3,0,0.6312,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,79.942
38,33.2018,,0,5.0,0.55,5,3,0,0.6469,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,80.382
39,33.2136,,0,5.0,0.55,5,3,0,0.6586,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.704
40,33.2243,,0,5.0,0.55,5,3,0,0.6693,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.573
41,33.2353,,0,5.0,0.55,5,3,0,0.6803,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.937
42,33.247,,0,5.0,0.55,5,3,0,0.6921,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.678
43,33.2581,,0,5.0,0.55,5,3,0,0.7031,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.87
44,33.2696,,0,5.0,0.55,5,3,0,0.7147,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.735
45,33.2857,,0,5.0,0.55,5,3,0,0.7307,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.491
46,33.2969,,0,5.0,0.55,5,3,0,0.7419,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.59
47,33.3075,,0,5.0,0.55,5,3,0,0.7526,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.456
48,33.3183,,0,5.0,0.55,5,3,0,0.7634,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.511
49,33.3302,,0,5.0,0.55,5,3,0,0.7752,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.125
50,33.3413,,0,5.0,0.55,5,3,0,0.7863,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.456
51,33.3525,,0,5.0,0.55,5,3,0,0.7976,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.525
52,33.3677,,0,5.0,0.55,5,3,0,0.8127,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.744
53,33.3829,,0,5.0,0.55,5,3,0,0.8279,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.123
54,33.3946,,0,5.0,0.55,5,3,0,0.8397,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.825
55,33.4056,,0,5.0,0.55,5,3,0,0.8507,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,80.317
56,33.4232,,0,5.0,0.55,5,3,0,0.8682,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,80.913
57,33.4346,,0,5.0,0.55,5,3,0,0.8797,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.121
58,33.4468,,0,5.0,0.55,5,3,0,0.8918,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.014
59,33.4579,,0,5.0,0.55,5,3,0,0.9029,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.625
60,33.4691,,0,5.0,0.55,5,3,0,0.9142,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.536
61,33.4816,,0,5.0,0.55,5,3,0,0.9267,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.231
62,33.4927,,0,5.0,0.55,5,3,0,0.9378,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.282
63,33.5062,,0,5.0,0.55,5,3,0,0.9512,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.483
64,33.5196,,0,5.0,0.55,5,3,0,0.9647,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.433
65,33.5319,,0,5.0,0.55,5,3,0,0.977,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.333
66,33.5432,,0,5.0,0.55,5,3,0,0.9883,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.372
67,33.555,,0,5.0,0.55,5,3,0,1.0001,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.74
68,33.5667,,0,5.0,0.55,5,3,0,1.0118,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.127
69,33.5787,,0,5.0,0.55,5,3,0,1.0237,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.667
70,33.5909,,0,5.0,0.55,5,3,0,1.036,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.367
71,33.6021,,0,5.0,0.55,5,3,0,1.0472,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.8
72,33.6151,,0,5.0,0.55,5,3,0,1.0601,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.866
73,33.6257,,0,5.0,0.55,5,3,0,1.0708,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.405
74,33.6368,,0,5.0,0.55,5,3,0,1.0819,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.597
75,33.6485,,0,5.0,0.55,5,3,0,1.0936,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.425
76,33.6592,,0,5.0,0.55,5,3,0,1.1043,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,86.025
77,33.6703,,0,5.0,0.55,5,3,0,1.1153,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.746
78,33.686,,0,5.0,0.55,5,3,0,1.131,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.53
79,33.6969,,0,5.0,0.55,5,3,0,1.142,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.664
80,33.7073,,0,5.0,0.55,5,3,0,1.1524,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,86.156
81,33.7183,,0,5.0,0.55,5,3,0,1.1634,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.85
82,33.7304,,0,5.0,0.55,5,3,0,1.1754,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,86.274
83,33.7416,,0,5.0,0.55,5,3,0,1.1866,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,86.127
84,33.7533,,0,5.0,0.55,5,3,0,1.1984,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,86.252
85,33.7648,,0,5.0,0.55,5,3,0,1.2098,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,86.094
86,33.7769,,0,5.0,0.55,5,3,0,1.222,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.571
87,33.7963,,0,5.0,0.55,5,3,0,1.2413,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.553
88,33.8074,,0,5.0,0.55,5,3,0,1.2524,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.833
89,33.8186,,0,5.0,0.55,5,3,0,1.2637,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.358
90,33.8299,,0,5.0,0.55,5,3,0,1.275,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.308
91,33.8406,,0,5.0,0.55,5,3,0,1.2856,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.121
92,33.8595,,0,5.0,0.55,5,3,0,1.3046,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.5
93,33.8708,,0,5.0,0.55,5,3,0,1.3159,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.045
94,33.8857,,0,5.0,0.55,5,3,0,1.3308,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,80.922
95,33.8982,,0,5.0,0.55,5,3,0,1.3433,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.675
96,33.9097,,0,5.0,0.55,5,3,0,1.3547,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.353
97,33.9209,,0,5.0,0.55,5,3,0,1.366,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.754
98,33.9323,,0,5.0,0.55,5,3,0,1.3774,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.84
99,33.9432,,0,5.0,0.55,5,3,0,1.3882,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.167
100,33.9545,,0,5.0,0.55,5,3,0,1.3995,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.432
101,33.9674,,0,5.0,0.55,5,3,0,1.4125,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.221
102,33.9798,,0,5.0,0.55,5,3,0,1.4248,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.309
103,33.9903,,0,5.0,0.55,5,3,0,1.4354,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.613
104,34.0021,,0,5.0,0.55,5,3,0,1.4471,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.657
105,34.0137,,0,5.0,0.55,5,3,0,1.4588,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.513
106,34.0324,,0,5.0,0.55,5,3,0,1.4775,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.376
107,34.0438,,0,5.0,0.55,5,3,0,1.4889,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.692
108,34.0551,,0,5.0,0.55,5,3,0,1.5001,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.835
109,34.0671,,0,5.0,0.55,5,3,0,1.5122,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.316
110,34.0785,,0,5.0,0.55,5,3,0,1.5235,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.041
111,34.0894,,0,5.0,0.55,5,3,0,1.5345,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.873
112,34.1005,,0,5.0,0.55,5,3,0,1.5456,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.5
113,34.1129,,0,5.0,0.55,5,3,0,1.5579,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.675
114,34.1243,,0,5.0,0.55,5,3,0,1.5693,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.123
115,34.1355,,0,5.0,0.55,5,3,0,1.5805,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.733
116,34.1482,,0,5.0,0.55,5,3,0,1.5932,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.083
117,34.1591,,0,5.0,0.55,5,3,0,1.6041,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.692
118,34.1788,,0,5.0,0.55,5,3,0,1.6238,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.518
119,34.1897,,0,5.0,0.55,5,3,0,1.6348,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.917
120,34.2013,,0,5.0,0.55,5,3,0,1.6464,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.363
121,34.213,,0,5.0,0.55,5,3,0,1.658,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.116
122,34.2237,,0,5.0,0.55,5,3,0,1.6688,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.618
123,34.235,,0,5.0,0.55,5,3,0,1.68,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.712
124,34.2503,,0,5.0,0.55,5,3,0,1.6953,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.42
125,34.2617,,0,5.0,0.55,5,3,0,1.7067,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.755
126,34.2728,,0,5.0,0.55,5,3,0,1.7178,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.726
127,34.2849,,0,5.0,0.55,5,3,0,1.73,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.11
128,34.2964,,0,5.0,0.55,5,3,0,1.7415,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.928
129,34.3071,,0,5.0,0.55,5,3,0,1.7522,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.595
130,34.3194,,0,5.0,0.55,5,3,0,1.7644,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.74
131,34.3311,,0,5.0,0.55,5,3,0,1.7761,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.654
132,34.3417,,0,5.0,0.55,5,3,0,1.7868,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,86.084
133,34.3528,,0,5.0,0.55,5,3,0,1.7978,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,86.413
134,34.3642,,0,5.0,0.55,5,3,0,1.8092,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,86.238
135,34.3759,,0,5.0,0.55,5,3,0,1.8209,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,86.585
136,34.3868,,0,5.0,0.55,5,3,0,1.8319,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.755
137,34.4017,,0,5.0,0.55,5,3,0,1.8467,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.203
138,34.4143,,0,5.0,0.55,5,3,0,1.8593,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.695
139,34.4313,,0,5.0,0.55,5,3,0,1.8763,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,78.732
140,34.4504,,0,5.0,0.55,5,3,0,1.8954,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,78.94
141,34.4628,,0,5.0,0.55,5,3,0,1.9079,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,80.267
142,34.4736,,0,5.0,0.55,5,3,0,1.9186,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,79.617
143,34.4872,,0,5.0,0.55,5,3,0,1.9322,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,80.692
144,34.4982,,0,5.0,0.55,5,3,0,1.9432,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.726
145,34.5092,,0,5.0,0.55,5,3,0,1.9542,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.049
146,34.5209,,0,5.0,0.55,5,3,0,1.966,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.653
147,34.5337,,0,5.0,0.55,5,3,0,1.9788,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.791
148,34.5458,,0,5.0,0.55,5,3,0,1.9909,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.201
149,34.5578,,0,5.0,0.55,5,3,0,2.0028,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.497
150,34.5692,,0,5.0,0.55,5,3,0,2.0143,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.011
151,34.5821,,0,5.0,0.55,5,3,0,2.0271,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.37
152,34.5939,,0,5.0,0.55,5,3,0,2.0389,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.88
153,34.6052,,0,5.0,0.55,5,3,0,2.0502,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.506
154,34.6164,,0,5.0,0.55,5,3,0,2.0615,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.179
155,34.6305,,0,5.0,0.55,5,3,0,2.0756,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.432
156,34.6415,,0,5.0,0.55,5,3,0,2.0865,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.728
157,34.6528,,0,5.0,0.55,5,3,0,2.0978,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.132
158,34.6675,,0,5.0,0.55,5,3,0,2.1126,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.194
159,34.6796,,0,5.0,0.55,5,3,0,2.1247,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.969
160,34.6908,,0,5.0,0.55,5,3,0,2.1358,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.527
161,34.702,,0,5.0,0.55,5,3,0,2.1471,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.293
162,34.716,,0,5.0,0.55,5,3,0,2.1611,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.495
163,34.7269,,0,5.0,0.55,5,3,0,2.172,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.17
164,34.7392,,0,5.0,0.55,5,3,0,2.1842,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,80.829
165,34.7559,,0,5.0,0.55,5,3,0,2.201,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.611
166,34.7671,,0,5.0,0.55,5,3,0,2.2122,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.651
167,34.7794,,0,5.0,0.55,5,3,0,2.2245,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.402
168,34.7905,,0,5.0,0.55,5,3,0,2.2355,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.194
169,34.8029,,0,5.0,0.55,5,3,0,2.248,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.986
170,34.8155,,0,5.0,0.55,5,3,0,2.2606,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.04
171,34.8262,,0,5.0,0.55,5,3,0,2.2712,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.792
172,34.8373,,0,5.0,0.55,5,3,0,2.2823,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.495
173,34.8484,,0,5.0,0.55,5,3,0,2.2935,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.197
174,34.8593,,0,5.0,0.55,5,3,0,2.3043,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.504
175,34.8706,,0,5.0,0.55,5,3,0,2.3156,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.531
176,34.8823,,0,5.0,0.55,5,3,0,2.3273,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.89
177,34.8938,,0,5.0,0.55,5,3,0,2.3389,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.813
