frame_id,video_time_sec,expected_label,window_seconds,confidence_threshold,stabilization_buffer,stabilization_min_votes,buffer_duration_sec,valid_feature_ratio,raw_label,threshold_label,stable_label,confidence,prediction_updated,processing_fps,frame_processing_sec
0,0.0,wave,3.0,0.55,5,3,0.0,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,0.0,1.30433
1,0.04,wave,3.0,0.55,5,3,0.04,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.26,0.00994
2,0.08,wave,3.0,0.55,5,3,0.08,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.977,0.01025
3,0.12,wave,3.0,0.55,5,3,0.12,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,88.199,0.00884
4,0.16,wave,3.0,0.55,5,3,0.16,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,88.868,0.00986
5,0.2,wave,3.0,0.55,5,3,0.2,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,91.482,0.00835
6,0.24,wave,3.0,0.55,5,3,0.24,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,93.433,0.00845
7,0.28,wave,3.0,0.55,5,3,0.28,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,92.568,0.01139
8,0.32,wave,3.0,0.55,5,3,0.32,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,90.611,0.01338
9,0.36,wave,3.0,0.55,5,3,0.36,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,87.724,0.01575
10,0.4,wave,3.0,0.55,5,3,0.4,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.979,0.01636
11,0.44,wave,3.0,0.55,5,3,0.44,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,87.421,0.0085
12,0.48,wave,3.0,0.55,5,3,0.48,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,88.512,0.01028
13,0.52,wave,3.0,0.55,5,3,0.52,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.653,0.01586
14,0.56,wave,3.0,0.55,5,3,0.56,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,82.856,0.01699
15,0.6,wave,3.0,0.55,5,3,0.6,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.175,0.01483
16,0.64,wave,3.0,0.55,5,3,0.64,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,84.049,0.00867
17,0.68,wave,3.0,0.55,5,3,0.68,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.604,0.01642
18,0.72,wave,3.0,0.55,5,3,0.72,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,79.199,0.01719
19,0.76,wave,3.0,0.55,5,3,0.76,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,79.585,0.0114
20,0.8,wave,3.0,0.55,5,3,0.8,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,83.326,0.00809
21,0.84,wave,3.0,0.55,5,3,0.84,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,81.241,0.01566
22,0.88,wave,3.0,0.55,5,3,0.88,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,79.384,0.01562
23,0.92,wave,3.0,0.55,5,3,0.92,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,77.403,0.01651
24,0.96,wave,3.0,0.55,5,3,0.96,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,76.254,0.0151
25,1.0,wave,3.0,0.55,5,3,1.0,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,75.098,0.01481
26,1.04,wave,3.0,0.55,5,3,1.04,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,78.085,0.00904
27,1.08,wave,3.0,0.55,5,3,1.08,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,76.734,0.01518
