frame_id,video_time_sec,expected_label,window_seconds,confidence_threshold,stabilization_buffer,stabilization_min_votes,buffer_duration_sec,valid_feature_ratio,raw_label,threshold_label,stable_label,confidence,prediction_updated,processing_fps,frame_processing_sec
0,0.0,wave,5.0,0.7,5,3,0.0,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,0.0,1.27963
1,0.04,wave,5.0,0.7,5,3,0.04,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.36,0.01003
2,0.08,wave,5.0,0.7,5,3,0.08,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,85.468,0.01096
3,0.12,wave,5.0,0.7,5,3,0.12,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,88.252,0.00842
4,0.16,wave,5.0,0.7,5,3,0.16,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,90.355,0.00878
5,0.2,wave,5.0,0.7,5,3,0.2,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,92.96,0.00823
6,0.24,wave,5.0,0.7,5,3,0.24,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,95.094,0.00849
7,0.28,wave,5.0,0.7,5,3,0.28,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,97.4,0.00807
8,0.32,wave,5.0,0.7,5,3,0.32,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,97.654,0.00967
9,0.36,wave,5.0,0.7,5,3,0.36,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,94.417,0.01499
10,0.4,wave,5.0,0.7,5,3,0.4,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,96.72,0.00817
11,0.44,wave,5.0,0.7,5,3,0.44,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,97.427,0.00945
12,0.48,wave,5.0,0.7,5,3,0.48,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,97.807,0.0099
13,0.52,wave,5.0,0.7,5,3,0.52,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,98.728,0.00839
14,0.56,wave,5.0,0.7,5,3,0.56,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,100.23,0.00849
15,0.6,wave,5.0,0.7,5,3,0.6,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,98.202,0.01213
16,0.64,wave,5.0,0.7,5,3,0.64,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,100.25,0.00814
17,0.68,wave,5.0,0.7,5,3,0.68,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,96.637,0.01523
18,0.72,wave,5.0,0.7,5,3,0.72,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,94.04,0.01382
19,0.76,wave,5.0,0.7,5,3,0.76,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,96.323,0.00824
20,0.8,wave,5.0,0.7,5,3,0.8,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,97.606,0.00882
21,0.84,wave,5.0,0.7,5,3,0.84,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,99.557,0.00815
22,0.88,wave,5.0,0.7,5,3,0.88,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,99.996,0.00935
23,0.92,wave,5.0,0.7,5,3,0.92,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,101.877,0.00784
24,0.96,wave,5.0,0.7,5,3,0.96,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,98.099,0.0157
25,1.0,wave,5.0,0.7,5,3,1.0,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,99.646,0.00803
