frame_id,video_time_sec,expected_label,window_seconds,confidence_threshold,stabilization_buffer,stabilization_min_votes,buffer_duration_sec,valid_feature_ratio,raw_label,threshold_label,stable_label,confidence,prediction_updated,processing_fps,frame_processing_sec
0,0.0,walk_turn_walk,5.0,0.55,3,2,0.0,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,0.0,15.82191
1,0.04,walk_turn_walk,5.0,0.55,3,2,0.04,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,16.734,0.05806
2,0.08,walk_turn_walk,5.0,0.55,3,2,0.08,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,20.012,0.01958
3,0.12,walk_turn_walk,5.0,0.55,3,2,0.12,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,23.44,0.01815
4,0.16,walk_turn_walk,5.0,0.55,3,2,0.16,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,26.22,0.019
5,0.2,walk_turn_walk,5.0,0.55,3,2,0.2,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,29.162,0.01768
6,0.24,walk_turn_walk,5.0,0.55,3,2,0.24,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,31.448,0.01883
7,0.28,walk_turn_walk,5.0,0.55,3,2,0.28,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,32.735,0.0223
8,0.32,walk_turn_walk,5.0,0.55,3,2,0.32,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,35.013,0.01752
9,0.36,walk_turn_walk,5.0,0.55,3,2,0.36,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,37.14,0.01737
10,0.4,walk_turn_walk,5.0,0.55,3,2,0.4,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,39.035,0.01748
11,0.44,walk_turn_walk,5.0,0.55,3,2,0.44,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,40.389,0.01867
12,0.48,walk_turn_walk,5.0,0.55,3,2,0.48,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,42.848,0.01553
13,0.52,walk_turn_walk,5.0,0.55,3,2,0.52,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,44.628,0.01549
14,0.56,walk_turn_walk,5.0,0.55,3,2,0.56,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,52.455,0.00772
15,0.6,walk_turn_walk,5.0,0.55,3,2,0.6,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,59.832,0.00759
