frame_id,elapsed_sec,track_id,buffer_duration_sec,valid_feature_ratio,raw_label,threshold_label,stable_label,confidence,prediction_updated,processing_fps
111,31.0146,1,1.7659,0.8829,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,75.362
111,31.0146,15,0.6563,0.5918,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,75.362
112,31.0339,1,1.7852,0.8839,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,75.143
112,31.0339,15,0.6756,0.6,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,75.143
113,31.0474,1,1.7987,0.885,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.786
113,31.0474,15,0.6891,0.6078,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.786
114,31.0633,1,1.8147,0.886,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.415
114,31.0633,15,0.7051,0.6154,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.415
115,31.076,1,1.8273,0.887,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.668
115,31.076,15,0.7177,0.6226,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.668
116,31.0889,1,1.8402,0.8879,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,75.326
116,31.0889,15,0.7306,0.6296,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,75.326
117,31.1011,1,1.8524,0.8889,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.711
117,31.1011,15,0.7428,0.6364,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.711
118,31.1182,1,1.8696,0.8898,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.257
118,31.1182,15,0.76,0.6429,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.257
119,31.1352,1,1.8865,0.8908,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.877
119,31.1352,15,0.777,0.6491,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.877
120,31.1477,1,1.8991,0.8917,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.463
120,31.1477,15,0.7895,0.6552,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.463
121,31.1605,1,1.9119,0.8926,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.366
121,31.1605,15,0.8023,0.661,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.366
121,31.1605,20,0.0,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.366
122,31.1746,1,1.9259,0.8934,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.463
122,31.1746,20,0.014,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.463
123,31.1861,1,1.9375,0.8943,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.885
123,31.1861,20,0.0256,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.885
123,31.1861,15,0.8279,0.6557,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.885
124,31.1991,1,1.9505,0.8952,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.371
124,31.1991,20,0.0386,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.371
125,31.2131,1,1.9644,0.896,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.245
125,31.2131,20,0.0525,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,74.245
126,31.2269,1,1.9782,0.8968,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,71.985
126,31.2269,20,0.0663,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,71.985
127,31.2465,1,1.9978,0.8976,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.394
127,31.2465,15,0.8883,0.6308,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.394
128,31.2596,1,2.0109,0.8984,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.126
128,31.2596,20,0.0991,0.875,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.126
129,31.2722,1,2.0235,0.8992,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.531
129,31.2722,20,0.1117,0.8889,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,73.531
130,31.285,1,2.0363,0.9,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.276
130,31.285,20,0.1244,0.9,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.276
131,31.3014,1,2.0527,0.9008,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.145
131,31.3014,20,0.1408,0.9091,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.145
