frame_id,elapsed_sec,track_id,buffer_duration_sec,valid_feature_ratio,raw_label,threshold_label,stable_label,confidence,prediction_updated,processing_fps
0,0.0,1,0.0,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,0.0
1,36.3623,1,0.0,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,0.048
2,36.6875,1,0.3252,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,4.174
3,36.7115,1,0.3492,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,7.981
4,36.7353,1,0.3729,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,10.942
5,36.7614,1,0.3991,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,14.243
6,36.7848,1,0.4225,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,16.474
7,36.8119,1,0.4496,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,18.986
8,36.8361,1,0.4738,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,21.365
9,36.8596,1,0.4972,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,24.789
10,36.8771,1,0.5148,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,27.268
11,36.8974,1,0.535,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,29.722
12,36.9168,1,0.5545,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,32.114
13,36.9359,1,0.5735,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,34.881
14,36.9523,1,0.59,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,35.526
15,36.977,1,0.6147,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,36.618
16,36.998,1,0.6356,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,38.428
17,37.016,1,0.6536,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,39.787
18,37.0353,1,0.673,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,41.879
19,37.0519,1,0.6895,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,44.292
20,37.0669,1,0.7046,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,43.617
21,37.0941,1,0.7317,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,45.314
22,37.11,1,0.7476,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,47.087
23,37.1259,1,0.7635,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,49.406
24,37.1412,1,0.7789,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,51.313
25,37.155,1,0.7926,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,52.315
26,37.1711,1,0.8087,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,53.87
27,37.1864,1,0.8241,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,53.338
28,37.208,1,0.8457,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,54.569
29,37.2219,1,0.8596,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,56.301
30,37.2355,1,0.8732,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,57.559
31,37.25,1,0.8877,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,58.454
32,37.2649,1,0.9026,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,59.382
33,37.2794,1,0.9171,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,58.15
34,37.3011,1,0.9388,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,59.417
35,37.3148,1,0.9525,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,59.477
36,37.3316,1,0.9693,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,60.145
37,37.3468,1,0.9845,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,60.64
38,37.362,1,0.9997,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,61.471
39,37.3763,1,1.014,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,61.792
40,37.3921,1,1.0298,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,63.615
41,37.4049,1,1.0425,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,63.335
42,37.4216,1,1.0592,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,64.447
43,37.4344,1,1.072,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,65.384
44,37.4477,1,1.0854,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,66.345
45,37.4614,1,1.0991,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,66.838
46,37.4751,1,1.1128,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,66.325
47,37.4917,1,1.1293,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,67.254
48,37.505,1,1.1427,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,68.39
49,37.5173,1,1.155,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,68.589
50,37.5315,1,1.1692,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,69.299
51,37.5449,1,1.1826,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,69.24
52,37.5593,1,1.1969,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.318
53,37.5734,1,1.2111,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,68.723
54,37.5903,1,1.228,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,69.871
55,37.6026,1,1.2403,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.895
56,37.6154,1,1.253,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.351
57,37.6306,1,1.2683,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.033
58,37.6455,1,1.2832,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.095
59,37.6594,1,1.2971,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.994
60,37.6734,1,1.3111,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,69.819
61,37.69,1,1.3277,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.268
62,37.7024,1,1.34,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,71.146
63,37.7153,1,1.353,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,68.346
64,37.74,1,1.3777,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,68.648
65,37.7524,1,1.3901,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,69.476
66,37.7654,1,1.4031,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.168
67,37.7782,1,1.4159,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,70.414
68,37.7922,1,1.4299,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,71.295
69,37.8056,1,1.4432,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,71.892
70,37.8177,1,1.4554,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.05
71,37.8315,1,1.4691,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.08
72,37.8453,1,1.483,1.0,WARMING_UP,WARMING_UP,WARMING_UP,0.0,0,72.176
