action_id,action_label,source,frame_id,time_sec,pose_ok,feature_ok,mean_keypoint_conf,low_keypoint_count,hip_center_x,hip_center_y,shoulder_width,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle
A003,walk_turn_walk,walk_turn_walk.mp4,10,0.4,1,1,0.9696,0,474.4878,246.9885,58.5955,0.135352,-2.288363,0.223718,-2.384147,0.021425,-2.392255,0.331278,-2.293576,-0.19318,-2.306531,0.52319,-1.61227,-0.476769,-1.62137,0.673865,-0.765103,-0.776608,-0.758134,0.792409,-0.055572,-0.762648,-0.026921,0.330214,-0.001381,-0.330213,0.001381,0.33427,1.184804,-0.479028,1.212618,0.182581,2.298217,-0.573432,2.349167,179.400295,159.751986,172.045987,177.743887
A003,walk_turn_walk,walk_turn_walk.mp4,11,0.44,1,1,0.9707,0,475.3607,246.9222,58.4955,0.127139,-2.290653,0.217207,-2.388351,0.01127,-2.394445,0.331141,-2.298516,-0.197964,-2.305758,0.527396,-1.616499,-0.472604,-1.617339,0.678924,-0.77921,-0.780276,-0.761937,0.786388,-0.070017,-0.767351,-0.036182,0.330566,-0.002326,-0.330566,0.002326,0.340185,1.182631,-0.480508,1.212214,0.182225,2.2988,-0.592636,2.351967,178.358367,159.19691,171.479974,178.554226
A003,walk_turn_walk,walk_turn_walk.mp4,12,0.48,1,1,0.9712,0,476.394,246.8524,59.3173,0.124815,-2.254344,0.215773,-2.348522,0.0115,-2.357281,0.33017,-2.255481,-0.1936,-2.268573,0.529711,-1.581624,-0.470269,-1.588006,0.680884,-0.756187,-0.779244,-0.749026,0.776056,-0.057193,-0.767188,-0.037093,0.329985,-6e-06,-0.329985,6e-06,0.327482,1.163814,-0.489376,1.184963,0.158293,2.262107,-0.603102,2.301372,177.375048,158.812462,171.365756,178.155383
A003,walk_turn_walk,walk_turn_walk.mp4,13,0.52,1,1,0.9714,0,476.9517,247.0073,59.6273,0.129352,-2.241762,0.218575,-2.335854,0.017161,-2.343379,0.332681,-2.245234,-0.185488,-2.255847,0.536463,-1.574496,-0.463507,-1.582327,0.685835,-0.750954,-0.776942,-0.747711,0.772788,-0.064298,-0.765265,-0.032351,0.330019,0.000561,-0.330018,-0.000561,0.330701,1.158341,-0.486015,1.177705,0.153246,2.248219,-0.609277,2.290286,176.936692,158.481423,170.718414,178.780351
A003,walk_turn_walk,walk_turn_walk.mp4,14,0.56,1,1,0.9744,0,477.7039,247.2068,59.8753,0.114598,-2.226221,0.211872,-2.322364,0.005242,-2.330917,0.34423,-2.235762,-0.179609,-2.248494,0.551304,-1.565355,-0.448648,-1.575213,0.686931,-0.746715,-0.766124,-0.751928,0.768048,-0.063937,-0.765552,-0.039741,0.330419,0.002196,-0.330419,-0.002196,0.332874,1.153585,-0.490469,1.167958,0.155283,2.232626,-0.611608,2.2686,177.368197,158.866321,170.531782,178.49234
A003,walk_turn_walk,walk_turn_walk.mp4,15,0.6,1,1,0.9759,0,478.4209,247.0542,59.9689,0.099059,-2.220498,0.201025,-2.318575,-0.007572,-2.326528,0.347246,-2.234401,-0.175769,-2.245339,0.56414,-1.559776,-0.435746,-1.574886,0.693323,-0.730742,-0.751345,-0.760389,0.770778,-0.043075,-0.766453,-0.0516,0.330997,0.004749,-0.330997,-0.004749,0.329072,1.150644,-0.507041,1.15921,0.1667,2.23418,-0.614431,2.268242,177.569648,160.040808,171.573726,176.930372
A003,walk_turn_walk,walk_turn_walk.mp4,16,0.64,1,1,0.9772,0,479.0945,246.7777,60.2173,0.094463,-2.203447,0.196866,-2.30246,-0.011637,-2.307543,0.349042,-2.220945,-0.171321,-2.224588,0.573549,-1.548124,-0.426385,-1.559687,0.695922,-0.709161,-0.74748,-0.745198,0.757311,-0.021102,-0.764089,-0.044922,0.330397,0.005142,-0.330397,-0.005142,0.320503,1.141199,-0.513459,1.149501,0.15309,2.214541,-0.625572,2.252352,176.799611,159.842817,171.633834,176.795637
A003,walk_turn_walk,walk_turn_walk.mp4,17,0.68,1,1,0.9779,0,479.9793,246.9053,59.9471,0.072512,-2.219021,0.178071,-2.322342,-0.036585,-2.320952,0.345559,-2.241668,-0.180249,-2.228081,0.58524,-1.561097,-0.41476,-1.560857,0.701869,-0.711867,-0.748188,-0.749278,0.746354,-0.016784,-0.776223,-0.047515,0.329829,0.004345,-0.329829,-0.004345,0.313254,1.143143,-0.524394,1.154834,0.153871,2.229162,-0.639441,2.281932,175.842159,159.953013,172.484746,176.300218
A003,walk_turn_walk,walk_turn_walk.mp4,18,0.72,1,1,0.9776,0,480.2531,246.4168,59.7909,0.06823,-2.208307,0.175075,-2.316191,-0.039814,-2.312125,0.349832,-2.245026,-0.17551,-2.225719,0.596291,-1.563644,-0.403685,-1.556827,0.72508,-0.714972,-0.737015,-0.754654,0.749822,-0.007589,-0.778685,-0.074271,0.33035,0.00446,-0.33035,-0.00446,0.312234,1.148378,-0.535717,1.16108,0.169413,2.245786,-0.644141,2.296778,173.374275,160.940201,173.492353,175.460501
A003,walk_turn_walk,walk_turn_walk.mp4,19,0.76,1,1,0.9767,0,480.8262,246.0164,59.149,0.056935,-2.220841,0.166939,-2.334998,-0.051681,-2.326299,0.357937,-2.272951,-0.172491,-2.241637,0.620363,-1.584899,-0.379544,-1.571266,0.761737,-0.720623,-0.71728,-0.769379,0.747958,-0.011224,-0.793325,-0.096652,0.329702,0.006055,-0.329702,-0.006055,0.292117,1.176323,-0.547731,1.185279,0.163848,2.300033,-0.651163,2.352183,169.597446,163.609646,175.327601,174.694223
